Nombre de la Unidad Económica,Latitud,Longitud
FARMACIA VETERINARIA ALEX,19.22240526,-98.96378592
FARMACIA VETERINARIA BETO,19.35462786,-99.00376514
FARMACIA VETERINARIA EL GALLO DE ORO,19.24260008,-99.07326059
FARMACIA VETERINARIA EL GATO,19.2922606,-99.01631527
FARMACIA VETERINARIA LA PERSEVERANCIA,19.50012236,-99.08365755
FARMACIA VETERINARIA MI MASCOTA,19.48635126,-99.08104219
FARMACIA VETERINARIA MONSERRAT,19.26606545,-99.00501119
FARMACIA VETERINARIA OCEANIA,19.43288611,-99.0962573
FARMACIA VETERINARIA SAN JUAN,19.34133746,-99.07341073
FARMACIA VETERINARIA SANTIAGO,19.34554738,-99.01145337
FARMACIA VETERINARIA SIN NOMBRE,19.35385674,-99.12117108
FARMACIA VETERINARIA VANGUARD,19.33908475,-99.03111475
FARMACIA Y CENTRO VETERINARIO FILLYVET,19.33711456,-99.06255667
FARMACIA Y CONSULTORIO VETERINARIO FARMAVET,19.47214459,-99.1961472
FAUNA1 CONSULTORIO VETERINARIO,19.40846733,-99.14028227
FIFI GUAU,19.28031939,-99.24335783
FISIOTERAPIA Y REHABILITACION CLINICA VETERINARIA SHIBAVET,19.3386536,-99.24262469
FOR PETS,19.40139829,-99.17143264
FRENDLY DOGS,19.43243864,-99.10383153
FRESH PET,19.44838719,-99.16381907
FRIENDY PETS,19.26778813,-99.10369338
FUNDACION ANTONIO HAGHENBECK,19.43332784,-99.13938038
FUNDACION EDASAC,19.22490591,-99.19596237
FUNDACION MENDOZA VETERINARIA,19.34778029,-99.03554313
FUNDACION VETERINARIA ESTETICA CANINA,19.40639501,-99.07101795
FYNSA,19.49458277,-99.07938628
GARRAS Y COLMILLOS,19.4054586,-99.14462342
GARRITAS HOSPITAL VETERINARIO,19.40923407,-99.18776075
GATOS PERROS Y ALGO MAS,19.36561029,-99.29081514
GLEMA VET,19.45853064,-99.13519514
GOODOG,19.36305447,-99.13377004
GUARDERIA DE PERRITOS HUELLITAS.IN,19.35967174,-99.20226467
GUAU GUAU GUAPOS,19.52861495,-99.15207003
GUAU GUAU GUAPOS,19.46598341,-99.12263756
GUY MAN,19.37331198,-99.11954716
HAPPY ANIMALS,19.29474353,-99.05162517
HAPPY PET,19.43891635,-99.16468876
HAPPY PETS,19.44843134,-99.10895691
HEALTHY PET,19.43729642,-99.20163254
HEALTHY PET HOSPITAL VETERINARIO,19.35861848,-99.12755939
HEALTY PET CITY,19.25450689,-99.01462387
HELIOPOLIS,19.46882824,-99.18119573
HENOR PET VETERINARIA,19.393406,-99.05381665
HOLIVET,19.37332941,-99.19437728
HOSPICAN,19.46717906,-99.1718636
HOSPICAN CUITLAHUAC,19.47307491,-99.16188949
HOSPICAN VETERINARIA,19.52954845,-99.17577036
HOSPITAL ANGELES CANINOS DEL PEDREGAL,19.30294644,-99.17278702
HOSPITAL DE EMERGENCIAS VETERINARIAS,19.41877053,-99.17574846
HOSPITAL DE ESPECIALIDADES VETERINERIAS SAN JERONIMO,19.3208233,-99.23189389
HOSPITAL DE ONCOLOGIA,19.39975819,-99.16783579
HOSPITAL DE OTOLOGIA,19.364531,-99.12827076
HOSPITAL ESPECIALIDADES VETERINARIAS PARQUE INSURGENTES,19.48000134,-99.12866472
HOSPITAL IMAGEN VETERINARIO,19.38829093,-99.0735371
HOSPITAL PARA ANIMALES YAAKUNAH,19.3891947,-99.15747929
HOSPITAL PARA MASCOTAS SERVIVENT,19.46676545,-99.09695881
HOSPITAL SAN PATRICIO PARA GATOS,19.37698816,-99.13795587
HOSPITAL VETERINARIA RAMPU,19.41824311,-99.15441503
HOSPITAL VETERINARIO,19.27252273,-99.17843782
HOSPITAL VETERINARIO,19.46882749,-99.16892217
HOSPITAL VETERINARIO,19.35511169,-99.077937
HOSPITAL VETERINARIO,19.36984551,-99.11834192
HOSPITAL VETERINARIO,19.4452231,-99.16322846
HOSPITAL VETERINARIO,19.41965987,-99.11016864
HOSPITAL VETERINARIO ALBITER,19.28699719,-99.22267992
HOSPITAL VETERINARIO ANGEL VETS,19.31084206,-99.12580297
HOSPITAL VETERINARIO ARGUS,19.3470439,-99.05808979
HOSPITAL VETERINARIO BABY DINO,19.25139793,-99.10322475
HOSPITAL VETERINARIO CAMPO,19.36351961,-99.19226444
HOSPITAL VETERINARIO CANECORSO,19.52775311,-99.15686732
HOSPITAL VETERINARIO CIRCULO AZUL,19.31886991,-99.21101743
HOSPITAL VETERINARIO DAHAJU,19.49182779,-99.07141017
HOSPITAL VETERINARIO DE ALTA ESPECIALIDAD,19.39935891,-99.15587908
HOSPITAL VETERINARIO DE ALTA ESPECIALIDAD,19.39228642,-99.15642363
HOSPITAL VETERINARIO DE ALTA ESPECIALIDAD,19.39136054,-99.15627938
HOSPITAL VETERINARIO DE ALTA ESPECIALIDAD DE LOS LEONES,19.34350544,-99.21322112
HOSPITAL VETERINARIO DE ESPECIALIDADES CHAPULTEPEC,19.40657391,-99.19732758
HOSPITAL VETERINARIO DE ESPECIALIDADES DEL VALLE VG,19.39562098,-99.16339702
HOSPITAL VETERINARIO DE ESPECIALIDADES LONDRES,19.42331208,-99.16856709
HOSPITAL VETERINARIO DE ESPECIALIDADES MICHICAN,19.33889444,-99.20405344
HOSPITAL VETERINARIO DE ESPECIALIDADES NARVARTE,19.40058113,-99.15051641
HOSPITAL VETERINARIO DE ESPECIALIDADES PETS NORTE,19.54054227,-99.14837942
HOSPITAL VETERINARIO DE LA CIUDAD DE MEXICO,19.36086321,-99.04891507
HOSPITAL VETERINARIO DE MEXICO,19.26042228,-99.12683105
HOSPITAL VETERINARIO DEL SUR,19.28491825,-99.15994022
HOSPITAL VETERINARIO DEL SUR,19.32925102,-99.11375405
HOSPITAL VETERINARIO DERMAVET,19.38048851,-99.01525515
HOSPITAL VETERINARIO DOCTOR CARDONA,19.34045716,-99.26226436
HOSPITAL VETERINARIO DURANGO,19.42071219,-99.16246244
HOSPITAL VETERINARIO FELICAN,19.41468043,-99.1028884
HOSPITAL VETERINARIO FRECUENCIA ANIMAL,19.35122982,-99.09987062
HOSPITAL VETERINARIO MAYAN PETS,19.49123374,-99.09087256
HOSPITAL VETERINARIO MEDI PET,19.35632486,-99.19916534
HOSPITAL VETERINARIO MEDICAN CENTER,19.39523277,-99.14942168
HOSPITAL VETERINARIO MEXICO,19.26008946,-99.12639774
HOSPITAL VETERINARIO MITLA,19.37362259,-99.15286338
HOSPITAL VETERINARIO MOON CARE,19.45071637,-99.18463846
HOSPITAL VETERINARIO MOWI,19.39784308,-99.06472035
HOSPITAL VETERINARIO OFTALVET,19.37687438,-99.16971171
HOSPITAL VETERINARIO PALO VERDE,19.33770226,-99.17570225
HOSPITAL VETERINARIO PEEK BONAMPAK,19.39865793,-99.17184839
HOSPITAL VETERINARIO PEQUES,19.46488945,-99.17000973
HOSPITAL VETERINARIO PETS HEALTH,19.338287,-99.22076647
HOSPITAL VETERINARIO PETS SMART,19.45647087,-99.09149263
HOSPITAL VETERINARIO PREMIUM,19.38653156,-99.07022189
HOSPITAL VETERINARIO SAN MARCOS,19.26515188,-99.11062333
HOSPITAL VETERINARIO SAN MARCOS,19.26134164,-99.10222459
HOSPITAL VETERINARIO SEMEVI,19.46093922,-99.10516834
HOSPITAL VETERINARIO SIN NOMBRE,19.40429534,-99.06384928
HOSPITAL VETERINARIO SIN NOMBRE,19.35505383,-99.07923223
HOSPITAL VETERINARIO SOS,19.46987637,-99.12322216
HOSPITAL VETERINARIO TENPETS,19.31911354,-99.2284849
HOSPITAL VETERINARIO VET POINT,19.38246212,-99.15167552
HOSPITAL VETERINARIO VET-CANES,19.30460065,-99.12593209
HOSPITAL VETERINARIO VIP,19.49469236,-99.12498939
HOSPITAL VETERINARIO Y ESTETICA CANINA,19.28201495,-99.13642084
HOSPITAL VETERINARIO ZUU,19.28097128,-99.16662978
HOSPITAL VETERNINARIO ESPECIALIDADES DEL SUR PREMIERE,19.27870355,-99.14249582
HOSPITAL VETIRINARIO CARSON,19.36984158,-99.13210836
HOSPITAL VETRINARIO DE ESPECIALIDADES BRUCELAS,19.35752701,-99.16794102
HOSPITALES DE ESPECIALIDAD VETERINARIA WEST CARE,19.43605907,-99.20392207
HOSPITALPETS Y EXOTICS,19.33526825,-99.14661616
HOSPIVET DEL VALLE,19.36861331,-99.17798235
HOSTITAL VETERINARIO,19.38985043,-99.07878861
HOTEL PARA PERROS Y GATOS ABANDONADOS,19.44848215,-99.13154863
HOTEL Y BETERINIARIA PARA PERROS ELITE DOGS,19.33608372,-99.28272802
HOTEL Y GUARDERIA NICOS ANIMAL CARE,19.35029792,-99.30445614
HOUSE OF PETS,19.38362594,-99.12921167
HUELLA PET,19.47510189,-99.19980722
HUELLITAS,19.44795557,-99.15721047
HUELLITAS CANINAS,19.31132663,-99.26255117
HUELLITAS PARA TI,19.3803792,-99.17609831
INCUBADORA AVICOLA E IMPLEMENTOS AVICOLAS,19.35213416,-99.10036606
INTELIGENCIA CANINA,19.36611868,-99.19107002
INTELIGENCIA CANINA,19.39476753,-99.1560081
INTELIGENCIA CANINA ROMA,19.42066604,-99.16988236
J D VETERINARIO,19.41743407,-99.10796272
JEFATURA DE UNIDAD DEPARTAMENTAL DE PROTECCION A ANIMALES,19.27965354,-99.0504373
JV CLINICA Y ESTETICA VETERINARIA,19.29526856,-99.1550265
KAN KAN CLINICA ESTETICA VETERINARIA,19.27082944,-99.12999797
KANICHA VETERINARIA,19.33902054,-99.03160004
KANITO,19.44621156,-99.15752733
KATHY DOGG VETERNARIA ESTETICA,19.3395501,-99.14162554
KCHOITOS CLINICA VETERINARIA,19.47370523,-99.13901829
KEECH ALAAK,19.51994174,-99.16132354
KENYA CLINICA VETERINARIA,19.25718413,-99.17710382
KIARA CONSULTORIO VETERINARIO,19.39650168,-99.17827552
K-LEV,19.43977179,-99.20772974
K-NEK,19.42825219,-99.17394113
KUX TAL CENTRO VETERINARIO,19.31514679,-99.10687558
LA BOTICA ANIMAL,19.4515866,-99.1788635
LA CASA DE BRUNO,19.36491192,-99.07027514
LA CASA DE LOS ANIMALES,19.35278134,-99.17700271
LA CASITA DE MATILDA ESTETICA CANINA,19.26995278,-99.15255938
LA GUADALUPE,19.41525245,-99.06591883
LA LUNA PETS,19.38557689,-99.17705832
LA PERRERIA,19.41068053,-99.18121597
LA POTRA ZAINA,19.52314477,-99.14220333
LAAM VETERINARIOS,19.36412213,-99.19390526
LABORATORIO ANIMAL EXPERTOS PROFESIONALES,19.37817122,-99.15800811
LABORATORIO VETERINARIO SEVEPAC,19.49919629,-99.20162029
LAS MASCOTAS DE DANY,19.39407124,-99.17831419
LAS MASCOTITAS DE NATITA,19.44811898,-99.20190673
LAZAROS CLINICA VETERINARIA,19.46438815,-99.17910741
LIAS PET HUELLITAS DE AMOR VETERINARIO,19.4773309,-99.11706613
LLAOS PET,19.41541399,-99.17595102
LOLI PET,19.4411525,-99.15858438
LOMITOS,19.4284799,-99.10457841
LOMITOS EN FAMILIA,19.37618069,-99.16367033
LOVE PETS CROQUETERO,19.41106585,-99.12277424
LOVE VET,19.47640895,-99.08245389
LOYALPET MX CENTRO VETERINARIO,19.43711366,-99.17725143
MACU VETERINARIA,19.29144723,-99.2279322
MADIVET PATRIOTISMO,19.38788913,-99.18257483
MALVET CLINICA VETERINARIA,19.34085856,-99.10010695
MAMBO MASCOTERIA,19.37130324,-99.14547365
MAR VETLAND,19.37038736,-99.20821192
MASCOTA EXPRESS,19.44015007,-99.11357032
MASCOTA MASCOTA,19.42840028,-99.10662285
MASCOTA VIP,19.23419618,-99.12115991
MASCOTAS,19.37551354,-99.1665629
MASCOTAS FELICES,19.31791408,-99.06116025
MASCOTAS INC,19.38700992,-99.19331804
MASCOTERIA,19.36437578,-99.28436482
MASCOTI SPPA SHOP,19.44780538,-99.06505799
MASKOTAS CLINICA VETERINARIA,19.38255586,-99.07076863
MASKOTITAS,19.50325039,-99.09057445
MASKOTITAS VETERINARIA,19.38872472,-99.0772253
MEDICA ANIMAL,19.40206547,-99.14592732
MEDICA DE MASCOTAS,19.25871333,-99.10483641
MEDICA MASCOTA,19.2636875,-99.12592218
MEDICA PUPI,19.44884072,-99.12007821
MEDICA VETERINARIA DEL PARQUE,19.29299282,-99.16171368
MEDICA VETERINARIA SUR,19.36879776,-99.13926485
MEDICA ZOO,19.37455971,-99.13936096
MEDICA ZOO,19.3005798,-99.14173562
MEDICAL VET,19.36466897,-99.28755058
MEDICAN CENTRO VETERINARIO,19.39028982,-99.12270198
MEDICAN SUR,19.41679241,-99.12326266
MEDICATDOG,19.31141558,-99.11259047
MEDICINA VETERINARIA PREVENTIVA Y DE ESPECIALIDAD,19.29110496,-99.13038326
MEDICINA Y SALUD ANIMAL,19.28361355,-99.20223459
MEDICO VETERINARIO,19.36324823,-99.00139328
MEDICO VETERINARIO,19.37220165,-99.199023
MEDICO VETERINARIO,19.4751064,-99.18104175
MEDICO VETERINARIO,19.35111043,-99.14922729
MEDICO VETERINARIO,19.31554482,-99.15602693
MEDICO VETERINARIO SIN NOMBRE,19.3648485,-99.11130557
MEDIPETS CANDELARIA,19.43494235,-99.12128015
MEDYNERI,19.34769611,-98.99048828
MERAKI HOSPITAL VETERINARIO,19.42702859,-99.17821411
METZLI KIN,19.46821817,-99.14902601
MI MASCOTA,19.27830404,-99.23370469
MI MASCOTA CONSENTIDA,19.48496082,-99.19609161
MI MASCOTITA,19.43124443,-99.10143888
MI PEQUEÑA JUNGLA CLINICA VETERINARIA,19.39085298,-99.03919472
MIAU LOMITOS,19.52156144,-99.15990414
MILA MASCOTAS,19.35344531,-99.12902689
MIRAVET,19.43542746,-99.17605901
MISSION VETERINARIA,19.47729283,-99.12213064
MISTER MASCOTAS,19.48014404,-99.06501588
MISTER MASCOTAS,19.42365961,-99.11046428
MISTU AND HAKU SERVICIOS VETERINARIOS,19.36507153,-99.14806773
MONTE ARARAT,19.32524457,-99.13431416
MORADA ANIMAL,19.40727184,-99.16069955
MR. DOG SERVICO DE MEDICO VETERINARIO PARA MASCOTAS COMO PERROS Y GATOS,19.40006926,-99.17872435
MULTISERVICIOS BONGO,19.42777101,-99.10344641
MUNDO A PARTE,19.37178398,-99.12314101
MUNDO ANIMAL,19.37515639,-99.15823155
MUNDO DE LAS MASCOTAS,19.36240191,-99.24927143
MUNDO DE MOON,19.32932033,-99.27251268
MUNDO VETERINARIO,19.30297511,-99.1128265
MURVAPETS VETERINARIA,19.36729498,-99.14260857
MY EXOTIC FRIENDS & FRIENDS,19.29820591,-99.14026828
NARIZ DE PERRO GRIS,19.37899248,-99.175849
NEURO VET VETERINARIA,19.37936996,-99.1494196
NODO PET SHOP,19.48498211,-99.20035219
OCK KANSERVICIOS VETERINARIOS,19.36785504,-99.14142141
OEONTOPETS,19.45015093,-99.16583928
OFTALVET SPA,19.37744681,-99.17034349
OH MY DOG,19.4321346,-99.09076041
OHANA PERRITOS ESTETICA CANINA,19.36892781,-99.1481679
OKOHI,19.42082848,-99.08961802
ORION VETERINARIA,19.38310921,-99.15928083
ORTO VET CLINICA VETERINARIA,19.30712796,-99.26095266
OSCAR CANN,19.29200934,-99.1764947
PADUA MEDICAL VET,19.42459795,-99.06543071
PANCHO PETS,19.32892574,-99.32706988
PARAISO TROPICAN,19.45415322,-99.12499109
PATA AZUL,19.25450337,-99.18034682
PATA DE PERRO,19.43828121,-99.16664888
PATITAS PLACE,19.40088468,-99.17981913
PATUCAS,19.37038837,-99.20817379
PAU CITY,19.32614106,-99.11364048
PAWS PEEK,19.36185725,-99.12115008
PELUQUERIA DE ZAPATA,19.36379501,-99.13912849
PENSION CANINA CAN PARADISE,19.34186263,-99.26526667
PENSION CANINA DOG PALACE,19.38975601,-99.26498454
PENSION CANINA HUNDHAUS,19.26209869,-99.10970667
PEQUEÑOS TRAVIESOS,19.48080916,-99.06721716
PER CANI,19.37810279,-99.15988065
PEREZ VILLANUEVA MEDICOS VETERINARIOS,19.4419744,-99.2116875
PERRHOSTAL,19.38781427,-99.18341739
PERROS,19.45994108,-99.06588753
PERROS ARTICULOS,19.3531352,-99.03281069
PET 8 HOME CLINICA VETERINARIA,19.36688912,-99.13938828
PET BARBER,19.36369213,-99.1745224
PET CARE,19.29754705,-99.12091105
PET CARE,19.46377185,-99.16899593
PET CARE CENTRO VETERINARIO,19.33806888,-99.19938743
PET COURE BOUTIQUE,19.42741643,-99.10315788
PET ERIZO VILLAS,19.46810522,-99.06288367
PET GROUND,19.44137963,-99.18134446
PET HEALTH CENTER,19.41408726,-99.15926619
PET HOME,19.496759,-99.19939047
PET HOUSE,19.49636571,-99.06757618
PET IMAGINARIUM,19.37805255,-99.1614961
PET LOVE VETERINARIA,19.31253766,-99.24394572
PET MARTS,19.3382591,-99.04771672
PET MOM,19.41840253,-99.16951918
PET PLANET ANIMALES EMPIRE,19.37282628,-99.17526829
PET SOCIETY,19.35682617,-99.27488678
PET SURE CLINICA VETERINARIA Y ESTETICA CANINA,19.37725492,-99.16105898
PETCARE,19.31749872,-99.22332425
PETLIVE,19.35392801,-99.06738219
PETS AMIGUIS,19.40318303,-99.1290242
PETS COAPA BOUTIQUE VETERINARIOS,19.30131436,-99.11605913
PETS FAMILY,19.34620534,-99.02476955
PETS HARMONY,19.43194383,-99.16761626
PETS IMAGINARIUM,19.37851153,-99.16138563
PETS KINGDOM VETERINARIA,19.40857709,-99.16513956
PETS LAND,19.40793963,-99.1690221
PETS LOMA,19.29367611,-99.22575789
PETS MEDICAL VETERINARIA,19.34681622,-99.20619365
PETS PLACE,19.28969291,-99.12988644
PETS PLACE,19.44637877,-99.17474448
PETS PLANET,19.37238253,-99.03845148
PETS PLAZA,19.39711961,-99.15416932
PETS PLCE,19.44604677,-99.16973114
PETS WORLD ESTETICA CANINA Y VETERINARIA,19.42779851,-99.09801648
PETSVET,19.36191714,-99.15475955
PIKI PETS,19.29377368,-99.21680575
POCAS PULGAS,19.39514664,-99.05902768
PODER PERRUNO,19.33832941,-99.07310842
POLICLINICA VETERINARIA SIN NOMBRE,19.45029139,-99.10598539
PROCAN ESTETICA CANINA,19.47005476,-99.12357282
PROTECTORA NACIONAL DE ANIMALES,19.36239414,-99.14873619
PROTECTORES INDEPENDIENTES DE ANIMALES Y AYUDA INDIGENISTA. A.C. PIA CLINICA VETERINARIA,19.36745981,-99.1134653
PULSO ANIMAL,19.39586529,-99.13644321
PUPPIES HOME,19.36127089,-99.13379792
QHIDU PETS,19.36906243,-99.15900188
QUEENS SPA CANINO,19.38280501,-99.09547776
QUETZAL SERVICIOS VETERINARIOS 360,19.28243726,-99.19502573
REINO ANIMAL,19.29393514,-99.23265275
ROVERTS,19.49640398,-99.07969075
SAFARI VETERINARIA,19.34113492,-99.28154535
SALON PARA MASCOTAS,19.45727892,-99.06479505
SALUD VETERINARIA,19.41231747,-99.08884441
SALUD VETERINARIA INTEGRAL,19.39121407,-99.15061356
SALUD Y VIDA ANIMAL,19.3728421,-99.10700057
SALVARE VITE,19.369923,-99.23068678
SAN PATRICIO MEDICOS VETERINARIOS,19.37824786,-99.13823323
SANA PETS,19.46440618,-99.17767529
SANTA FE VET CENTER,19.35556624,-99.27586666
SECURITAS VET,19.30751251,-99.12412169
SEERVICIO VETERINARIO LOPEZ PICHARDO,19.26668831,-99.236957
SEFARVET,19.36663752,-99.13758934
SE-KKAN,19.38338474,-99.18974566
SERVICAR,19.42782749,-99.06058521
SERVICIO DE CONSULTORIO VETERINARIO KIKA TITIS,19.37239637,-99.05525184
SERVICIO DE VETERINARIA HEALTHY PET,19.40631232,-99.05944962
SERVICIO DE VETERINARIA MASCOTAS,19.2029416,-99.0504153
SERVICIO DIGITAL,19.29902675,-99.16793002
SERVICIO ESPECIALIZADO VETERINARIO,19.29761952,-99.05316732
SERVICIO INTEGRAL VETERINARIO,19.29572091,-99.1323817
SERVICIO MEDIC VETERINARIO BICHOS,19.29977702,-99.16783957
SERVICIO MEDICO INTEGRAL VETERINARIO,19.4506038,-99.21573648
SERVICIO MEDICO VETERINARIO,19.26726913,-99.16609339
SERVICIO MEDICO VETERINARIO,19.46202433,-99.18266392
SERVICIO MEDICO VETERINARIO,19.50748916,-99.09537301
SERVICIO MEDICO VETERINARIO,19.39567567,-99.1171078
SERVICIO MEDICO VETERINARIO,19.3944789,-99.11148848
SERVICIO MEDICO VETERINARIO,19.50261793,-99.07953796
SERVICIO MEDICO VETERINARIO,19.44442146,-99.08984979
SERVICIO MEDICO VETERINARIO,19.43882044,-99.09046867
SERVICIO MEDICO VETERINARIO,19.42274161,-99.05997787
SERVICIO MEDICO VETERINARIO GAIA,19.3520593,-99.09112953
SERVICIO MEDICO VETERINARIO MI AMIGO FIEL,19.34502059,-99.06973771
SERVICIO MEDICO VETERINARIO NICNIUH,19.36735493,-99.03551974
SERVICIO MEDICO VETERINARIO PETILU,19.3220696,-99.15949265
SERVICIO MEDICO VETERINARIO ROCINANTE,19.33372495,-99.11606717
SERVICIO MEDICO VETERINARIO SERVET,19.30317523,-99.24875323
SERVICIO MEDICO VETERINARIO SIN NOMBRE,19.24947592,-99.15625639
SERVICIO MEDICO VETERINARIO SIN NOMBRE,19.4891326,-99.125841
SERVICIO PARA EL BIENESTAR ANIMAL PELU PET,19.31589031,-99.12154439
SERVICIO VETERINARIA ANIMALIA,19.30860407,-99.15272287
SERVICIO VETERINARIO,19.35973664,-99.25344371
SERVICIO VETERINARIO,19.38806625,-99.13096078
SERVICIO VETERINARIO,19.34080211,-99.01606271
SERVICIO VETERINARIO,19.44701277,-99.09144822
SERVICIO VETERINARIO,19.44156031,-99.16376291
SERVICIO VETERINARIO AMAR,19.18629166,-99.0715233
SERVICIO VETERINARIO BONVET,19.43422967,-99.17593045
SERVICIO VETERINARIO CAPERNAUM,19.29930427,-99.22433973
SERVICIO VETERINARIO DAPETI,19.55293945,-99.13871303
SERVICIO VETERINARIO DON CAN,19.44311341,-99.16983219
SERVICIO VETERINARIO INNOVA PETS,19.46300508,-99.17446636
SERVICIO VETERINARIO INTEGRAL,19.39354554,-99.06277437
SERVICIO VETERINARIO INTEGRAL,19.4132344,-99.07865167
SERVICIO VETERINARIO LA COYOACANITA,19.30850252,-99.04551133
SERVICIO VETERINARIO LAS TORRES,19.50830837,-99.1435162
SERVICIO VETERINARIO PETS JR,19.46019296,-99.06251918
SERVICIO VETERINARIO PUPIES HOME,19.38997877,-99.1360974
SERVICIO VETERINARIO SIN NOMBRE,19.28130983,-99.21484457
SERVICIO VETERINARIO VE,19.33999334,-99.01619376
SERVICIO VETERINARIO Y ESTETICA CANINA,19.32150696,-99.24264357
SERVICIO VETERINARIO Y ESTETICA CANINA,19.36667007,-99.20189144
SERVICIO VETERINARIOS LA COYOACANITA,19.29113703,-99.06685053
SERVICIOS DE VETERINARIA,19.34310614,-99.15556815
SERVICIOS INTEGRALES VETERINARIOS INNOVA PETS,19.49644378,-99.20698993
SERVICIOS KANINOS,19.3745142,-99.19671862
SERVICIOS MEDICOS VETERINARIOS,19.3729785,-99.19351908
SERVICIOS MEDICOS VETERINARIOS,19.27433836,-99.12470133
SERVICIOS MEDICOS VETERINARIOS,19.32129268,-99.15659161
SERVICIOS MEDICOS VETERINARIOS EL MANTO,19.34793987,-99.08138416
SERVICIOS MEDICOS VETERINARIOS HELLI,19.54290486,-99.1466405
SERVICIOS MEDICOS VETERINARIOS HICHI,19.38612547,-99.14030161
SERVICIOS MEDICOS VETERINARIOS ROCINANTE,19.33570364,-99.12547828
SERVICIOS MEDICOS VETERINARIOS SUPER TIERNOS,19.47502422,-99.11698243
SERVICIOS VETERINARIO,19.25242454,-99.1749502
SERVICIOS VETERINARIOS,19.33095427,-99.04071969
SERVICIOS VETERINARIOS,19.37074383,-99.14965643
SERVICIOS VETERINARIOS,19.50964769,-99.1973931
SERVICIOS VETERINARIOS,19.46858076,-99.09830388
SERVICIOS VETERINARIOS,19.50023965,-99.12578424
SERVICIOS VETERINARIOS,19.42739195,-99.21090195
SERVICIOS VETERINARIOS,19.43035943,-99.17977868
SERVICIOS VETERINARIOS,19.43499519,-99.18038103
SERVICIOS VETERINARIOS CANDUPI,19.28818251,-99.05937476
SERVICIOS VETERINARIOS DAKTARY,19.49651596,-99.09121145
SERVICIOS VETERINARIOS DEL SUR,19.27117726,-99.22411019
SERVICIOS VETERINARIOS GOSSETS,19.40331691,-99.16052858
SERVICIOS VETERINARIOS HAPPY DOG,19.46347896,-99.13554272
SERVICIOS VETERINARIOS INTEGRADOS,19.35500426,-99.12809637
SERVICIOS VETERINARIOS MEXICO,19.2350598,-99.16485203
SERVICIOS VETERINARIOS MOCTEZUMA,19.43677263,-99.09517444
SERVICIOS VETERINARIOS MY VET,19.32916517,-99.05905936
SERVICIOS VETERINARIOS PADIERNA,19.28306276,-99.22837738
SERVICIOS VETERINARIOS PARA MASCOTAS GROMING,19.35084881,-99.21928581
SERVICIOS VETERINARIOS PEQUEÑOS AMIGOS,19.29804289,-99.07499886
SERVICIOS VETERINARIOS PROFESIONALES,19.38379933,-99.10755064
SERVICIOS VETERINARIOS RODRIGUEZ,19.46155333,-99.13660549
SERVICIOS VETERINARIOS SAMI,19.27261139,-99.2315122
SERVICIOS VETERINARIOS SINNOMBRE,19.36958046,-99.10764196
SERVICIOS VETERINARIOS VETBET,19.48127945,-99.07422913
SERVICIOS VETERINARIOS Y ESTETICA CAMILA,19.27577801,-99.17249993
SERVICIOS VTERINARIOS YACALCALLI TEPAHTIANI,19.26896815,-99.11312837
SERVICO MEDICO VETERINARIO KARIVAN,19.40290936,-99.11562631
SERVICOS VETERINARIOS ZARCO,19.26167075,-99.09793334
SEVANAVI,19.40214705,-99.11769076
SHUNCU VET,19.48781835,-99.12936111
SMALL ANIMALS,19.39497539,-99.05217297
SMOLLY VETERINARIA,19.48735393,-99.19211279
SPA ANIMAL,19.37045485,-99.17528806
SPA LOMITOS,19.36983748,-99.23307572
SPA Y VETERINARIA CASBRIO,19.47013376,-99.13322343
SPAYME VETERINARIO,19.36259051,-99.13924032
STAR DOGS,19.31976449,-99.13281429
STAR PET,19.39283991,-99.04285311
SUPER VET,19.24413712,-99.11101484
SUPER ZOO,19.32126291,-99.06089925
TEPAYAXIN VETERINARIA,19.4125609,-99.11850432
TEXCO CAN,19.3817453,-99.01692762
THE PET HOUSE,19.38972903,-99.14449821
TIENDA DE ARTICULOS PARA MASCOTAS Y SERVICIOS VETERINARIOS,19.44363495,-99.09846757
TIENDA DE MASCOTAS KARVID,19.35093217,-99.05151599
TIENDA DE MASCOTAS PAW PETS,19.43553104,-99.16442393
TIERRA DE LOBOS,19.36023591,-99.01768064
TINCORVET,19.31889697,-99.1601433
TODO-KAN,19.4013616,-99.13409023
TRUFUS ESTETICA CANINA,19.49502616,-99.153005
TRYPANOZOMA CRUZ,19.29816074,-99.03518537
UCAPSA SERVICIO VETERINARIO,19.18418423,-99.17425076
UNAMOS HUELLITAS,19.50340907,-99.09147582
UNIDAD CLINICA VETERINARIA CENTRO,19.45090738,-99.12224029
UNIDAD CLINICA VETERINARIA CENTRO,19.45097474,-99.12231554
UNIDAD DE ESPECIALIDADES MEDICO VETERINARIAS,19.29069691,-99.21966501
UNIDAD VETERINARIA ANIMAL SCIENCE,19.49154958,-99.07935626
UNIDAD VETERINARIA SAN MARCOS,19.28403257,-99.1726262
VEERINARIA CLINICA KL,19.36147372,-99.14513057
VERE JAUREGI VETERINARIOS,19.44509158,-99.18726081
VET,19.41129253,-99.16218134
VET CENTER,19.37870407,-99.15324386
VET HOLISTIC CENTER,19.4188042,-99.14046867
VET KAMEHOUSE,19.48196864,-99.10094483
VET MAT,19.29991766,-99.11113526
VET ME HOSPITAL VETERINARIO,19.41024631,-99.17116388
VET SALUD,19.4346811,-99.17188908
