Nombre de la Unidad Económica,Latitud,Longitud
VETERINARIA MEXICO,19.42675734,-99.09591073
VETERINARIA MEZTLI,19.33494905,-99.16103879
VETERINARIA MI,19.28204068,-99.11110411
VETERINARIA MI DOCTORA,19.2609827,-99.09515262
VETERINARIA MI GRAN AMIGO,19.39222492,-99.06154484
VETERINARIA MI GUAU,19.40057804,-99.16602335
VETERINARIA MI MASCOTA,19.48668173,-99.14887019
VETERINARIA MI...ANGEL,19.48146382,-99.07028047
VETERINARIA MICHIGAN,19.4557247,-99.19084755
VETERINARIA MILO,19.42175759,-99.11608325
VETERINARIA MINA,19.41401131,-99.15622275
VETERINARIA MINNAH,19.3432461,-99.02183077
VETERINARIA MINUSH,19.29305864,-99.23356181
VETERINARIA MISTO,19.26550232,-99.00358184
VETERINARIA MIZTLI,19.36582403,-99.24804678
VETERINARIA MIZTLI,19.3614454,-99.00939529
VETERINARIA MOLINA,19.48705273,-99.09486938
VETERINARIA MOLINAS,19.39143927,-99.12902161
VETERINARIA MOMO PETS,19.44833855,-99.17520138
VETERINARIA MON PETIT AMI SERVICIOS,19.37428462,-99.20882514
VETERINARIA MONKYS,19.45041012,-99.1212194
VETERINARIA MOSHI MOSHI,19.44984395,-99.16902268
VETERINARIA MUNDO ANIMAL,19.33896997,-99.00639141
VETERINARIA MUNDO ANIMAL,19.2874109,-99.06602605
VETERINARIA MUNDO ANIMAL,19.52481073,-99.16754959
VETERINARIA MUNDO ANIMAL,19.30611165,-99.07859177
VETERINARIA MUNDO VET,19.3155676,-99.25681917
VETERINARIA MUNDO VETERINARIO,19.34914082,-99.00439606
VETERINARIA MUSTELA,19.47108439,-99.13575302
VETERINARIA NAM,19.38039073,-99.20037592
VETERINARIA NATURA VIVA,19.31987343,-99.13279729
VETERINARIA NEBUNY,19.36375656,-99.11764358
VETERINARIA NICNIUH,19.49680002,-99.1850501
VETERINARIA NIKNIU,19.22284101,-98.99547756
VETERINARIA NOE,19.47103773,-99.08654049
VETERINARIA NUUGI,19.3603942,-99.26959017
VETERINARIA ODDY,19.27425402,-99.18799505
VETERINARIA OLD DOG,19.45284474,-99.12248732
VETERINARIA OLIVO VET,19.35440297,-99.31893648
VETERINARIA OMAÑA,19.3791966,-99.22941575
VETERINARIA ORIENTE,19.39139173,-99.0933056
VETERINARIA ORION,19.35310961,-99.30867634
VETERINARIA ORION,19.36758267,-99.1184464
VETERINARIA OSHIM,19.44980307,-99.18596556
VETERINARIA OSIRIS P,19.26154665,-99.11261469
VETERINARIA PACHONCITOS,19.4536024,-99.18327905
VETERINARIA PAHTIA PEEK,19.48221922,-99.08345692
VETERINARIA PALMAS,19.32746425,-99.26714612
VETERINARIA PARQUE VIA,19.49664023,-99.19929616
VETERINARIA PASTEUR,19.42058236,-99.14674204
VETERINARIA PATA DE PERRO,19.49822535,-99.18976889
VETERINARIA PATAN CANITOS,19.3838228,-99.1076944
VETERINARIA PATITA,19.48955237,-99.09294498
VETERINARIA PATITAS,19.30626652,-99.24776825
VETERINARIA PATITAS,19.25119106,-99.10596834
VETERINARIA PATITAS PLANET,19.2800572,-99.19419733
VETERINARIA PATITAS Y HUELLITAS,19.34589697,-99.00576091
VETERINARIA PATITOS RODANTES,19.460649,-99.18156442
VETERINARIA PATOS PETS,19.30815317,-99.15588558
VETERINARIA PATRIOTISMO,19.39964595,-99.18445746
VETERINARIA PAWS,19.30837534,-99.13514115
VETERINARIA PAWZOS,19.43955201,-99.11500156
VETERINARIA PEC Y MIIS,19.40157481,-99.12780197
VETERINARIA PECAS,19.28931725,-99.22913186
VETERINARIA PEEK NI,19.39630376,-99.14953791
VETERINARIA PEEK Y JACK,19.32674703,-99.06554513
VETERINARIA PEKIS AND CHIEN,19.38896366,-99.06666574
VETERINARIA PELE PELE PETS,19.31920775,-99.0781916
VETERINARIA PELU2,19.34039415,-99.11912924
VETERINARIA PELUCHE,19.45816584,-99.20042145
VETERINARIA PELUDOS,19.31712342,-99.07221015
VETERINARIA PELUQUERIA CANINA,19.34800455,-99.11483221
VETERINARIA PEPEPERROS,19.46052719,-99.10247872
VETERINARIA PEPT S DRUPPY,19.36071118,-99.09391168
VETERINARIA PEQUEÑOS AMIGOS,19.33671497,-99.20233805
VETERINARIA PERCANI,19.48930823,-99.11776423
VETERINARIA PERRI CAT STATION,19.38992684,-99.20748504
VETERINARIA PERRIGATOS,19.39208227,-99.11596082
VETERINARIA PE-R-RO,19.25361087,-99.06256935
VETERINARIA PERRO GATO,19.36737482,-99.22972599
VETERINARIA PERRONALIDAD,19.35547349,-99.05364227
VETERINARIA PERROS Y GATOS,19.47407917,-99.08194839
VETERINARIA PERRUQUERIA,19.46528072,-99.12983534
VETERINARIA PET CARE,19.26846567,-99.15931504
VETERINARIA PET CENTER,19.30731093,-99.24823975
VETERINARIA PET GROOMING,19.48290307,-99.09940656
VETERINARIA PET HEALTH MEXICO,19.38306808,-99.13725831
VETERINARIA PET HOPE,19.46642078,-99.16812829
VETERINARIA PET HOPE,19.47141889,-99.07929856
VETERINARIA PET KAN,19.41339968,-99.16273773
VETERINARIA PET LOVE BOUTIQUE,19.42936483,-99.21947757
VETERINARIA PET PARADISE,19.51171061,-99.20627547
VETERINARIA PET PLANET,19.39967149,-99.14074122
VETERINARIA PET S LAND,19.38972126,-99.19267974
VETERINARIA PET SPA ANIMALIA,19.32522823,-99.11374929
VETERINARIA PET STATION,19.38695128,-99.16106942
VETERINARIA PET VET,19.45404299,-99.09889283
VETERINARIA PETITE,19.46091191,-99.18470363
VETERINARIA PETLANDIA,19.32728478,-99.03857858
VETERINARIA PET-LOVE,19.28785954,-99.04658818
VETERINARIA PETS,19.33226834,-99.06433946
VETERINARIA PETS & CHUNCHES,19.31037835,-99.04805077
VETERINARIA PETS FOR LIFE,19.35629828,-99.28768183
VETERINARIA PETS HELP,19.24012802,-99.1497208
VETERINARIA PETS LITE,19.35969047,-99.13442701
VETERINARIA PETS MART,19.50678651,-99.20217212
VETERINARIA PETS MEDIC,19.49189521,-99.06693859
VETERINARIA PETS PARK,19.31714548,-99.08827163
VETERINARIA PETS TEP,19.38974071,-99.10699123
VETERINARIA PETS VETS,19.38813417,-99.21231454
VETERINARIA PETTO,19.35601925,-99.10379863
VETERINARIA PIGLET,19.5305774,-99.14508349
VETERINARIA PINGOS,19.46710577,-99.16297919
VETERINARIA PINK,19.39430685,-99.10833808
VETERINARIA PINKYS VET,19.43126622,-99.09272398
VETERINARIA PIXAN PETS,19.44687412,-99.15612441
VETERINARIA PLAZA BASTOS ESTRELLA,19.32788318,-99.075137
VETERINARIA PLUS CLINICA ROMA,19.4047252,-99.16602757
VETERINARIA POLA PETS,19.48743957,-99.11790638
VETERINARIA PONY WAN,19.37257736,-99.06842073
VETERINARIA POSH POSH PETS,19.51297148,-99.20823961
VETERINARIA PQB,19.46086162,-99.17907709
VETERINARIA PROFARVET,19.28905562,-99.18297887
VETERINARIA PROHIGAR,19.47554362,-99.15486678
VETERINARIA PROVIDENCIA,19.48531319,-99.07098963
VETERINARIA PUBLICA,19.44774402,-99.1769071
VETERINARIA PULGOSO,19.49096072,-99.14373636
VETERINARIA PUMA,19.33087913,-99.17014266
VETERINARIA PUPPIES HOME,19.32127537,-99.14660418
VETERINARIA PUPPIS SAINS,19.41947469,-99.10096651
VETERINARIA PUPPY PET S,19.29727962,-99.07954038
VETERINARIA RABITO,19.37976028,-99.13940998
VETERINARIA RANCHO DON MANUEL ANIMAL HEALTH CARE,19.48358053,-99.18099588
VETERINARIA RANCHO GRANDE,19.56021436,-99.13318375
VETERINARIA RANGEL,19.49295593,-99.14892527
VETERINARIA RASGUÑOS Y MORDIDAS,19.36160193,-99.09119366
VETERINARIA RAYA Y MILA,19.23206198,-98.99581121
VETERINARIA REINO ANIMAL,19.45671553,-99.18757959
VETERINARIA RELOJ,19.29436543,-99.03551951
VETERINARIA RICHUET,19.25245304,-99.06078837
VETERINARIA RIKKY,19.25771721,-99.10332607
VETERINARIA RIOJA,19.27743198,-99.00160975
VETERINARIA ROACHO,19.46441408,-99.13955473
VETERINARIA RO-AR,19.37344035,-99.14277215
VETERINARIA ROCKY,19.26559388,-99.10485404
VETERINARIA RONNYS,19.34171673,-99.06804303
VETERINARIA ROYAL PETS,19.48715058,-99.08246674
VETERINARIA RUBEN S,19.3183247,-99.24231806
VETERINARIA SAFARI,19.33006703,-99.28706187
VETERINARIA SAFARI VET,19.31914547,-99.26350189
VETERINARIA SALONICA,19.47124007,-99.17612141
VETERINARIA SAM,19.30623564,-99.06756261
VETERINARIA SAN ANGEL,19.34430023,-99.1915644
VETERINARIA SAN ANTONIO,19.32391154,-99.16728026
VETERINARIA SAN ANTONIO,19.34003967,-99.11092022
VETERINARIA SAN BERNARDINO,19.26380666,-99.10120809
VETERINARIA SAN FRANCISCO,19.26553313,-99.1609127
VETERINARIA SAN FRANCISCO,19.35197668,-99.131809
VETERINARIA SAN FRANCISCO,19.47605521,-99.0842982
VETERINARIA SAN FRANCISCO,19.52504938,-99.16778698
VETERINARIA SAN FRANCISCO DE ASIS,19.475763,-99.12591436
VETERINARIA SAN ISIDRO,19.25817476,-99.0130226
VETERINARIA SAN JOAQUIN,19.44558105,-99.19361289
VETERINARIA SAN LAZARO,19.55552002,-99.13304392
VETERINARIA SAN LUCAS,19.36104836,-99.09220457
VETERINARIA SAN NICOLAS,19.29738443,-99.24347222
VETERINARIA SAN PEDRO,19.25847662,-99.10649255
VETERINARIA SAN PEDRO,19.47768679,-99.21507548
VETERINARIA SAN PEDRO,19.44899857,-99.20005721
VETERINARIA SANCHEZ,19.56402506,-99.13862448
VETERINARIA SANDY,19.35322487,-99.08767686
VETERINARIA SANTA ANA,19.17625425,-98.9980957
VETERINARIA SANTA ANA,19.3296145,-99.13021727
VETERINARIA SANTA CATARINA,19.30814511,-98.96672254
VETERINARIA SANTA CRUZ,19.2564649,-99.06467663
VETERINARIA SANTA FE,19.3831476,-99.23580369
VETERINARIA SANTACRUZ,19.49183849,-99.07615919
VETERINARIA SANTE,19.29668247,-99.119288
VETERINARIA SANTI,19.29509821,-99.22470965
VETERINARIA SARAHI,19.28287307,-99.00277646
VETERINARIA SASHA,19.24480011,-99.10156092
VETERINARIA SAVE THE ANIMALS,19.49212286,-99.07724749
VETERINARIA SCAAM,19.44565953,-99.18446572
VETERINARIA SCOOBY,19.24846356,-99.07210674
VETERINARIA SEGAVET,19.30689291,-99.23253214
VETERINARIA SEMVETI,19.51372023,-99.20337372
VETERINARIA SERENGUETI,19.36530885,-99.14959986
VETERINARIA SERET GRAN LA GRANJA,19.23029668,-99.1180928
VETERINARIA SERVICIO MEDICO INTEGRAL,19.25268475,-99.17339776
VETERINARIA SERVICIOS VETERINARIOS KARUBA,19.51573289,-99.14436904
VETERINARIA SEVEZ,19.38291627,-99.14216039
VETERINARIA SGUAUS,19.32944716,-99.08156301
VETERINARIA SHARP-PEI,19.44901114,-99.05986991
VETERINARIA SIFON,19.37104595,-99.11028491
VETERINARIA SILVERADO,19.38224978,-99.01785414
VETERINARIA SIMURG,19.29080206,-99.21840366
VETERINARIA SIN NOBRE,19.43982322,-99.11635219
VETERINARIA SIN NOMBRE,19.19168483,-99.08889614
VETERINARIA SIN NOMBRE,19.29055032,-99.05921451
VETERINARIA SIN NOMBRE,19.29218456,-99.13995474
VETERINARIA SIN NOMBRE,19.30959017,-99.04822005
VETERINARIA SIN NOMBRE,19.34688261,-99.22230905
VETERINARIA SIN NOMBRE,19.28383513,-99.12304205
VETERINARIA SIN NOMBRE,19.26002934,-99.10377734
VETERINARIA SIN NOMBRE,19.24478334,-99.0738557
VETERINARIA SIN NOMBRE,19.40969198,-99.14286371
VETERINARIA SIN NOMBRE,19.4904933,-99.13901627
VETERINARIA SIN NOMBRE,19.33449704,-99.15479848
VETERINARIA SIN NOMBRE,19.30514176,-99.17805483
VETERINARIA SIN NOMBRE,19.37962115,-99.03435083
VETERINARIA SIN NOMBRE,19.45982593,-99.11077084
VETERINARIA SIN NOMBRE,19.38381621,-99.11754084
VETERINARIA SIN NOMBRE,19.41118229,-99.115115
VETERINARIA SIN NOMBRE,19.44206242,-99.21395308
VETERINARIA SIN NOMBRE,19.44307671,-99.11254915
VETERINARIA SIN NOMBRE,19.44451857,-99.13260439
VETERINARIA SIN NOMRE,19.45655298,-99.09230295
VETERINARIA SISU,19.29615841,-99.02182672
VETERINARIA SKAMP,19.33822711,-99.10218953
VETERINARIA SMART PETS,19.45030453,-99.20286688
VETERINARIA SNOOPY,19.44016165,-99.11039125
VETERINARIA SNOPY.,19.3517113,-99.05684158
VETERINARIA SOCIOS SABUESOS,19.31317019,-99.09444972
VETERINARIA SOLVET,19.33399789,-99.0595457
VETERINARIA SONORA,19.52094956,-99.15794207
VETERINARIA SOS,19.41358868,-99.12217179
VETERINARIA SOSKY,19.34032744,-99.19760286
VETERINARIA SOTELO,19.29553517,-99.22090712
VETERINARIA SPA ANIMALITO,19.2874945,-99.06231574
VETERINARIA SPARC,19.27717361,-99.13434447
VETERINARIA STARVET,19.38203295,-99.0273233
VETERINARIA SU MASCOTA,19.37417572,-99.14820105
VETERINARIA SULLY,19.3275427,-99.328243
VETERINARIA SUPER,19.55480324,-99.1361733
VETERINARIA SUPER PET,19.44919169,-99.20892522
VETERINARIA SURVET,19.24142725,-99.10411755
VETERINARIA SVP SERVICIOS VETERINARIOS PROFESIONALES,19.35527302,-99.11107881
VETERINARIA TALISMAN,19.31347551,-99.16049691
VETERINARIA TARANGO,19.36482806,-99.21869421
VETERINARIA TARANTELA PET SHOP,19.35398035,-99.00333639
VETERINARIA TECUANIVET,19.32623454,-99.12044805
VETERINARIA TEJKPET,19.30695928,-99.15273028
VETERINARIA TEPAHTIANI,19.30897586,-99.08253133
VETERINARIA TEPAHTIHQUI,19.37744635,-99.2048282
VETERINARIA TERRANOVA,19.31281065,-98.96425173
VETERINARIA TERRANOVA,19.53282378,-99.14194891
VETERINARIA THE DOG Y THE CAT,19.38918194,-99.14237422
VETERINARIA THE PETS CLUB,19.31132103,-99.08050427
VETERINARIA TI INA VILU,19.3749135,-99.22321417
VETERINARIA TLACOAPA,19.26800354,-99.1046206
VETERINARIA TLAHUAC,19.27179397,-99.00518051
VETERINARIA TLAMA-YULQUI,19.24724821,-99.08670823
VETERINARIA TODO DE GATOS,19.35728252,-99.11504091
VETERINARIA TODO KAN,19.3283468,-99.11450466
VETERINARIA TODO PARA SUS MASCOTAS,19.54484542,-99.13753125
VETERINARIA TONA,19.34538797,-99.10548469
VETERINARIA TONY,19.33167464,-99.24504468
VETERINARIA TOP CAN,19.37277196,-99.07031219
VETERINARIA TORO,19.26680901,-99.10349257
VETERINARIA TORRE BLANCA,19.45752645,-99.19657401
VETERINARIA TOVARICH,19.45582604,-99.14552614
VETERINARIA TU-KAN,19.41954725,-99.07321774
VETERINARIA TULYEHUALCO,19.25394487,-99.00994732
VETERINARIA TURIX,19.29949473,-99.24462399
VETERINARIA UP DOGGIE,19.33196931,-99.24623305
VETERINARIA URZO,19.2466601,-99.12294345
VETERINARIA VALU,19.26023084,-99.10477635
VETERINARIA VANAR,19.27801007,-99.18401046
VETERINARIA VCD,19.38765663,-99.21563868
VETERINARIA VEGA,19.36113371,-99.15094693
VETERINARIA VEL,19.47435621,-99.06964415
VETERINARIA VELAZQUEZ Y MARTINEZ,19.46519809,-99.08898532
VETERINARIA VENADO AZUL,19.33360228,-99.27388068
VETERINARIA VET,19.45398914,-99.09891349
VETERINARIA VET - LIFE,19.45244515,-99.12347226
VETERINARIA VET AND PETS,19.26705401,-99.12048769
VETERINARIA VET ART,19.28483708,-99.03150693
VETERINARIA VET CARE,19.35066807,-99.05731526
VETERINARIA VET FOR PETS,19.36761228,-99.18755159
VETERINARIA VET KAN,19.34847334,-99.06120133
VETERINARIA VET POINT,19.38243439,-99.15168221
VETERINARIA VET SPIK,19.3267871,-99.2333778
VETERINARIA VET-CAN,19.35620354,-99.30234503
VETERINARIA VETEPUNK,19.31228076,-99.0804739
VETERINARIA VETERIMEDIC A,19.41339888,-99.11100085
VETERINARIA VETERINARY & GROOMING,19.35302062,-99.21626729
VETERINARIA VETLESANT,19.40310672,-99.17798758
VETERINARIA VET-PET,19.47043238,-99.11979199
VETERINARIA VET-RRENDO,19.36621909,-99.20064037
VETERINARIA VETS CITY,19.34726486,-99.0346767
VETERINARIA VIDA ANIMAL,19.22013366,-99.21088042
VETERINARIA VIDA VET,19.40627642,-99.15782447
VETERINARIA VILLA VET,19.2930176,-99.04436786
VETERINARIA VITAL BI CU,19.34265075,-99.20730061
VETERINARIA WANAGI,19.26697456,-99.23507956
VETERINARIA WAPOS,19.49999333,-99.07458588
VETERINARIA WORLD PET CENTER,19.27749889,-99.21177543
VETERINARIA X BELANKE,19.24402093,-99.10845275
VETERINARIA X MUCANE,19.36200686,-99.13234537
VETERINARIA XOCHIAC,19.3274708,-99.28370263
VETERINARIA XOLOTL,19.48946253,-99.20066255
VETERINARIA XOLOTL,19.47443608,-99.11559205
VETERINARIA XOMALI,19.29287617,-99.14588681
VETERINARIA Y ACUARIO PETS BOUTIK,19.45583865,-99.10521611
VETERINARIA Y ESTETICA ANIMAL,19.26624925,-99.1115557
VETERINARIA Y ESTETICA CANICA P RUNA,19.38045056,-99.13877229
VETERINARIA Y ESTETICA CANINA,19.53924536,-99.14989797
VETERINARIA Y ESTETICA CANINA ANIMALANDIA,19.48355088,-99.12038251
VETERINARIA Y ESTETICA CANINA CANITO,19.29969104,-99.07804587
VETERINARIA Y ESTETICA CANINA CHICORITA,19.48563478,-99.07541764
VETERINARIA Y ESTETICA CANINA DOG Y CAT,19.55872898,-99.12960804
VETERINARIA Y ESTETICA CANINA HUELLITAS DE AMOR,19.32453788,-99.11889118
VETERINARIA Y ESTETICA CANINA LEAVING PAW PRINT,19.37996077,-99.11588754
VETERINARIA Y ESTETICA CANINA LEOS II,19.32219017,-99.33046175
VETERINARIA Y ESTETICA CANINA LOS ANGELES,19.3304982,-99.13776693
VETERINARIA Y ESTETICA CANINA ROCKY,19.25658591,-99.10227793
VETERINARIA Y ESTETICA CANINA SABINOS,19.42754455,-99.06815685
VETERINARIA Y ESTETICA CANINA TICIYOLCANI,19.32484148,-99.04178131
VETERINARIA Y ESTETICA CLINICA IXCHEL,19.34463586,-99.27157965
VETERINARIA Y ESTETICA FERCAN,19.25247041,-99.11593662
VETERINARIA Y ESTETICA NI PEEK,19.47429662,-99.10941743
VETERINARIA Y ESTETICA POSTAL,19.38836851,-99.142495
VETERINARIA Y ESTETICA SIN NOMBRE,19.44659073,-99.19087928
VETERINARIA Y ESTETICA VOLKER,19.27370133,-99.12165741
VETERINARIA Y FARMACIA CANIFEL,19.41761728,-99.0963417
VETERINARIA Y HUESOS,19.30425201,-99.07594804
VETERINARIA Y SPA CANINO ALPHA,19.35921148,-99.12586786
VETERINARIA Y TIENDA DE MASCOTAS ALEDSA,19.3203825,-99.13307507
VETERINARIA Y ZOOTECNIA,19.29426186,-99.22211586
VETERINARIA YALCOME,19.31051546,-99.10865833
VETERINARIA YATANA YAMIL,19.41384228,-99.11779243
VETERINARIA YIN-YANG,19.48061242,-99.08407878
VETERINARIA YOALLI,19.29751963,-99.062803
VETERINARIA YOLCAMEH,19.32187418,-99.14984563
VETERINARIA ZAOOMILA,19.39292441,-99.07706635
VETERINARIA ZEBRA,19.35315873,-99.08192093
VETERINARIA ZITRO,19.36256691,-99.00904074
VETERINARIA ZOE,19.41370575,-99.11916238
VETERINARIA ZOO,19.32231296,-99.16990948
VETERINARIA ZOO ADVENTURE,19.3884882,-99.1171349
VETERINARIA ZOO ADVENTURE,19.3900414,-99.10895425
VETERINARIA ZOO CAN,19.44628326,-99.16292922
VETERINARIA ZOOLAMM,19.47739652,-99.15374471
VETERINARIA ZOOLIFE,19.4029921,-99.11418263
VETERINARIA ZOOLUCIONES,19.3203443,-99.11202686
VETERINARIA ZOONO V,19.23232529,-99.0972686
VETERINARIA ZOOVET TROJAN,19.4655995,-99.11806709
VETERINARIA ZOOVITAE,19.31764379,-99.26820318
VETERINARIA ZUKKY,19.35848265,-99.02099756
VETERINARIAS MISTER,19.37759745,-99.15892687
VETERINARINA AMORES PERROS,19.47865882,-99.08474173
VETERINARIO,19.53076953,-99.15487584
VETERINARIO,19.32314243,-99.1721367
VETERINARIO ANIMALS FRIENDS,19.29098877,-99.04525721
VETERINARIO ANIMANIA,19.45922241,-99.16896891
VETERINARIO CONSULTORIO VETERINARIO Y ESTETICA CANINA,19.45877947,-99.18642778
VETERINARIO GUARDAKAN,19.36538594,-99.14894922
VETERINARIO MARLOVET,19.34613206,-99.20199089
VETERINARIO MI MASCOTA,19.34788521,-98.99151624
VETERINARIO MIXTON,19.41171249,-99.07405601
VETERINARIO SIN NOMBRE,19.46236303,-99.1184339
VETERINARIO SIN NOMBRE,19.42563339,-99.06322803
VETERINARIO SIRIUS,19.4325591,-99.11844653
VETERINARIO VET,19.37029774,-99.14742543
VETERINARIO VETBLUE,19.37516099,-99.11835194
VETERINERIA CLIVER,19.39330444,-99.08570959
VETERINERIA HUAYAMILPAS,19.32565505,-99.15261065
VETERINRIA,19.28025822,-99.19361269
VETERIPETS,19.29711462,-99.13718644
VETKLINIK,19.26635942,-99.11533608
VET-LESANT,19.37452082,-99.18662494
VET-MAC,19.47182685,-99.14562291
VETRERINARIO ZOOLANDIA,19.33996573,-99.14297598
VETS HEATLH VETERINARIA,19.37674339,-99.14473906
VETS VETERINARIA INTEGRAL,19.41068681,-99.16525921
VETT IMAGENOLOGIA VETERINARIA,19.41199081,-99.18398467
VET-THERAPY,19.29914538,-99.22206861
VHAG VET,19.37979584,-99.02368644
VILLA CANINA,19.33110778,-99.21003955
VILLA DE CANES Y SERVICIOS VETERINARIOS CASILDA SAINS VELAZQUEZ,19.39133384,-99.13540855
VITALMA VETERINARIA,19.36338566,-99.06209355
WALDORF PET HOSPITAL,19.35095696,-99.18426881
WELLYDOG CLINICA VETERINARIA,19.41566736,-99.1555563
WOOF MIAOW,19.37045272,-99.17482045
WOW MEOW,19.39504412,-99.13132927
XAMIGUA,19.36965192,-99.17065362
XOCHIVET,19.23204383,-99.09722231
YALCOME VETERINARIA,19.31057227,-99.10888666
YOLOTL YOLCAME,19.24574275,-99.09350414
ZONA PET,19.35758653,-99.14005069
ZOO HOSPITAL,19.31463418,-99.16006048
ZOO MUNDO VETERINARIA,19.317311,-99.12424728
ZOOMEDICA VETERINARIA,19.25305812,-99.17499368
ZOOMUNDO TLATELOLCO,19.45411315,-99.14690365
ZOONA PET,19.28343979,-99.21018488
ZOONA VETERINARIA Y GROOMING AND CENTER,19.36643536,-99.20900903
ZOOPER MASCOTAS,19.37583253,-99.01577669
